user_id,rec
5943,4 2 1 20 22 33 31 19 73 14 
5944,95 2 19 1 4 22 389 8 5 3 
5945,2 6 8 7 17 14 15 9 37 81 
5946,4 1 9 35 20 3 41 22 7 48 
5947,4 6 14 15 35 3 19 20 11 26 
5948,3 76 4 1 20 15 60 147 19 6 
5949,5 1 2 3 4 54 15 612 343 87 
5951,2 1 58 22 20 3 170 6 33 19 
5952,51 4 7 87 6 2 34 15 1 105 
5953,2 6 7 16 20 34 14 22 51 19 
5954,4 6 20 7 22 31 39 16 53 40 
5955,2283 2284 1277 1195 2492 896 1 133 2288 2 
5956,33 14 24 44 157 9 7 74 77 84 
5958,2 6 4 7 1 19 59 11 8 20 
5959,4 19 22 2 1 48 3 6 28 14 
5960,4 7 2 35 1 6 31 40 36 39 
5961,4 2 56 3 1 19 8 22 6 11 
5962,208 4 7 3 2 66 8 15 20 88 
5963,1 2 8 14 3 20 25 9 44 7 
5964,4 60 20 2 1 6 148 22 3 14 
5965,34 94 99 15 3 2 32 39 7 8 
5966,7 1 35 2 4 15 3 9 39 30 
5968,4 3 1 6 20 2 36 60 48 88 
5969,2 572 9 4 789 14 1 990 1364 31 
5970,4 6 3 7 14 38 9 8 15 44 
5971,496 476 2 4 1 31 40 8 41 22 
5972,4 1 6 2 3 25 7 19 20 48 
5974,4 7 6 3 36 2 85 101 18 8 
5975,159 2 120 510 7 10 18 1 63 500 
5976,31 39 4 2 3 58 7 13 76 8 
5977,1 2 15 3 19 33 60 51 74 26 
5978,12 2 4 6 1 9 152 7 8 3 
5979,6 1 2 11 8 3 9 26 10 24 
5980,139 318 269 1 4 474 350 3 9 325 
5981,
5982,4 3 8 22 14 9 11 20 31 80 
5983,7 4 1 9 6 3 11 205 8 14 
5984,4 2 6 14 8 3 1 22 51 19 
5985,6 20 1 3 66 34 32 60 16 44 
5986,2 9 7 4 3 1 6 11 56 19 
5987,2 19 77 9 8 170 83 80 175 228 
5988,1 4 2 44 3 6 19 20 67 75 
5989,1 6 4 34 2 8 7 9 11 94 
5990,1 2 17 23 4 9 42 19 11 27 
5991,213 2 4 14 1 19 6 3 8 80 
5992,4 1 33 35 6 68 30 48 77 66 
5994,1 33 80 22 6 3 14 45 24 65 
5996,20 6 8 9 45 31 39 84 116 194 
5997,6 4 2 14 24 8 22 93 19 7 
5998,31 2 5 3 9 282 236 17 7 89 
5999,264 4 1 6 571 2 739 8 7 106 
6000,9 56 399 2 224 144 1 149 4 41 
6002,2 1 4 7 23 6 40 31 41 71 
6003,2 4 8 20 1 6 3 60 19 14 
6004,1 2 4 8 3 9 19 7 6 27 
6005,34 94 99 1195 1795 8 6 4 36 3 
6006,
6007,1 3 26 84 33 44 9 20 101 22 
6008,10 1227 1372 7 3 4 2 125 1 32 
6011,15 1 4 2 262 29 6 36 31 41 
6013,2 82 282 31 5 40 7 96 4 55 
6014,35 9 2 168 104 7 184 144 3 4 
6015,17 27 50 6 2 1 4 37 19 7 
6016,4 1 2 3 44 7 19 6 72 34 
6017,66 148 77 60 175 2 8 428 1 20 
6018,2 4 7 1 80 14 48 8 5 11 
6019,6 8 4 1 7 14 15 2 30 25 
6020,22 4 1 45 33 9 48 6 95 19 
6021,4 2 1 19 48 14 7 31 8 11 
6024,7 1 88 4 15 2 10 3 6 26 
6025,1 6 7 2 181 20 8 9 22 26 
6026,2 4 1 8 9 7 71 6 16 41 
6027,44 1 4 6 25 7 2 14 33 20 
6028,48 19 8 14 65 24 3 9 80 73 
6030,4 2 6 35 3 9 24 44 84 22 
6031,2 1 48 19 9 8 6 228 65 33 
6032,21 2 109 1 81 25 4 7 51 32 
6033,8 4 2 1 7 20 6 44 48 3 
6034,10 3 15 2 4 7 117 1 88 32 
6035,4 6 19 48 20 7 14 80 45 16 
6036,2 3 1 4 11 111 6 122 17 5 
6037,58 3 2 4 1 8 15 20 6 25 
6039,40 31 3 2 7 9 1 4 6 11 
6040,1 2 3 9 17 4 27 28 11 7 
6041,3 2 1 6 4 9 8 10 11 5 
6042,36 1 2 7 4 9 186 8 18 126 
6043,47 2 9 145 5 19 35 6 4 22 
6044,11 2 5 4 1 19 37 9 7 138 
6045,15 101 161 36 3 2 403 354 29 4 
6046,1 2 7 4 14 6 3 15 35 26 
6047,159 2 4 11 156 102 3 120 10 1 
6048,82 15 5 89 2 983 3 4 343 282 
6049,388 408 292 329 799 2 139 316 171 3 
6050,2424 34 4 94 32 5307 99 60 138 2 
6051,344 4 3 99 7 2 15 1 8 6 
6053,4 2 7 6 3 19 8 33 20 36 
6055,6 8 7 15 22 9 38 20 19 25 
6056,4 6 2 1 14 8 7 19 106 108 
6057,17 27 47 2 42 4 9 45 35 19 
6058,4 13 7 64 21 8 31 41 9 25 
6059,4 9 2 6 11 14 56 7 20 144 
6060,20 6 19 8 95 33 14 9 26 80 
6061,4 35 6 20 19 14 48 41 65 7 
6064,2 9 4 1 7 347 6 15 5 8 
6066,320 31 41 94 55 99 1 76 7 6 
6067,2 6 99 3 8 14 35 16 7 15 
6069,119 252 2 1 3 129 4 133 32 34 
6070,3 8 51 19 22 26 81 9 48 44 
6071,4 1 8 2 84 14 66 3 24 132 
6072,1 8 15 3 2 7 6 66 60 77 
6073,27 47 50 2 1 9 6 14 5 4 
6074,4 1 6 9 3 20 8 35 33 112 
6075,139 2 388 329 171 9 146 408 1 292 
6076,88 4 8 72 6 255 34 51 7 2 
6077,4 182 1 2 208 344 6 8 33 66 
6078,4 2 7 125 34 1 88 425 482 51 
6079,41 2 31 3 7 6 55 58 8 36 
6080,4 3 2 22 1 6 33 48 19 65 
6081,1 4 6 7 14 24 9 3 19 8 
6082,28 11 27 47 42 23 9 50 4 1 
6083,2 8 32 20 22 11 14 44 33 25 
6084,1 2 3 7 36 41 4 39 9 11 
6085,4 2 3 6 1 8 72 20 7 77 
6086,4 2 14 7 11 8 80 26 38 9 
6087,23 2 9 1 3 28 11 27 17 42 
6088,11 28 1 2 4 50 22 37 80 9 
6089,58 32 2 3 7 4 9 165 37 13 
6090,2 3 4 7 1 8 41 98 57 64 
6091,59 259 536 414 956 9 1 2 7 3 
6092,32 208 344 4 324 66 60 148 77 3 
6093,2 106 90 8 14 459 183 87 285 70 
6095,1 3 17 2 11 42 27 23 12 9 
6096,94 99 3 7 2 1 8 6 320 72 
6098,8 52 4 1 2 3 25 6 7 266 
6100,32 96 138 208 3 7 4 15 66 1 
6101,9 104 56 224 2 144 168 4 184 1 
6102,4 2 1 14 19 3 7 48 44 22 
6104,2 4 1 14 47 7 27 28 3 37 
6105,40 31 3 2 4 116 77 9 1 20 
6106,2 9 3 11 5 30 37 35 7 1 
6107,89 2 282 22 5 3 7 236 4 10 
6108,2 22 3 19 8 65 48 14 103 7 
6109,11 4 2 1 17 6 28 8 41 39 
6111,7 15 36 3 6 1 34 4 94 8 
6112,4 401 2 88 8 6 34 1 596 813 
6115,2 31 4 11 58 9 1 22 55 5 
6117,7 1 15 6 3 4 20 19 30 33 
6118,36 1 4 3 6 2 8 34 7 161 
6119,39 2 41 20 22 6 8 7 66 74 
6120,4 2 6 11 168 22 7 104 14 28 
6121,41 39 3 2 4 9 6 35 5 11 
6122,4 3 1 7 2 9 6 85 81 87 
6123,2 1 6 15 4 3 14 41 20 9 
6124,6 8 7 3 35 15 26 38 106 88 
6125,2 4 22 6 19 20 9 48 8 170 
6126,4 1 6 88 26 3 34 51 8 14 
6127,6 2 8 7 33 14 20 48 9 26 
6128,4 6 7 33 22 40 55 9 24 66 
6129,11 27 47 50 2 1 5 4 3 6 
6130,1 2 6 7 8 3 15 20 62 19 
6131,1 4 8 2 96 7 20 3 14 44 
6132,2 1 4 7 34 8 14 6 264 3 
6133,
6134,
6135,116 148 4 2 3 1 175 41 39 7 
6136,2 187 5 15 58 76 41 39 94 99 
6137,6 8 2 3 1 16 25 14 20 44 
6139,4 3 7 8 80 20 45 41 38 83 
6141,88 2 4 7 1 21 81 8 3 15 
6143,1 7 2 4 51 15 6 88 36 26 
6144,41 55 3 2 7 618 20 9 15 5 
6145,1 20 103 80 3 24 65 194 44 45 
6146,4 2 77 3 1 60 6 116 9 33 
6147,2 3 6 4 44 1 15 20 54 36 
6148,31 39 2 1 22 9 7 33 19 6 
6149,2 139 388 261 171 165 347 325 6 630 
6150,23 2 9 1 3 4 7 11 28 10 
6151,4 2 7 19 22 3 14 8 35 24 
6152,2 117 96 4 120 159 6 1 138 3 
6154,41 1 58 4 261 347 7 35 165 56 
6155,2 4 39 1 6 3 31 7 20 55 
6157,4 8 19 14 24 80 7 135 20 3 
6158,3 1 23 71 7 9 4 11 17 13 
6159,3 1 2 66 77 320 60 39 41 34 
6160,2 80 4 22 8 42 27 11 20 48 
6162,10 3 2 7 32 1124 4 5 1 15 
6166,13 64 57 2 4 198 109 29 1 5 
6168,6 2 7 1 4 51 11 9 26 88 
6170,1 2 4 3 6 20 14 33 26 19 
6172,1 6 4 3 2 7 8 15 20 19 
6173,16 1 2 3 8 4 36 44 138 7 
6174,17 28 11 3 27 47 2 4 42 37 
6175,6 1 19 22 8 20 80 14 11 48 
6176,34 94 99 4 3 8 53 1 7 15 
6177,2 4 7 3 6 1 20 48 9 26 
6178,1 324 20 17 9 11 33 81 89 28 
6179,45 8 220 2 3 7 20 792 88 537 
6180,4 8 2 1 6 67 44 3 7 20 
6182,15 7 8 2 6 4 3 38 14 9 
6186,36 161 3 4 1 7 8 337 403 6 
6187,11 17 27 4 2 42 50 22 6 1 
6188,47 28 22 9 3 80 6 37 20 14 
6189,4 1 2 6 8 36 3 20 66 7 
6190,17 27 47 4 3 42 37 23 56 14 
6191,82 915 884 3 7 2 10 1438 308 1 
6192,39 41 31 58 76 2 7 4 1 8 
6193,2 6 17 27 7 47 9 37 14 42 
6194,96 138 8 4 182 208 2 34 1 99 
6195,1 2 8 22 6 3 14 25 7 45 
6196,44 2 4 133 139 1 16 318 269 24 
6197,31 430 58 76 7 4 1 9 8 20 
6199,39 2 4 58 22 7 20 96 141 76 
6200,2 4 9 23 1 7 31 33 41 13 
6202,88 2 15 4 1 7 81 25 87 29 
6203,
6204,17 11 2 50 4 27 1 6 42 5 
6205,1 3 104 14 168 11 22 144 25 30 
6206,2 7888 60 14 66 8771 148 2125 7 1 
6207,2 4 3 1 6 375 7 4230 11 8 
6208,4 6 2 1 8 3 25 7 26 24 
6210,4 1 20 2 6 44 14 19 48 170 
6211,2 11 4 42 80 28 33 8 22 50 
6213,7 2 4 3 6 1 15 54 8 30 
6215,1 4 6 2 7 14 15 90 59 3 
6216,1 4 72 6 179 202 401 2 8 88 
6217,2 4 6 19 8 22 3 9 44 33 
6219,4 49 3 6 1 2 16 9 25 7 
6221,4 1 22 20 3 33 19 41 6 55 
6222,1 4 2 6 14 8 3 15 25 18 
6223,116 6 8 19 48 22 175 3 9 24 
6225,4 1 33 41 9 48 19 7 31 6 
6227,1 3 7 4 8 15 41 11 39 40 
6228,139 415 347 261 329 557 9 2 1190 254 
6229,4 3 22 2 1 20 19 6 44 24 
6231,2 3 9 1 5 7 28 41 31 11 
6232,4 2 33 1 8 65 45 14 3 9 
6233,4 6 2 238 15 8 1 105 7 60 
6234,2 3 7 1 32 6 9 22 10 5 
6236,58 40 41 31 39 55 3 2 10 4 
6237,126 340 5 71 3 2 7 550 31 39 
6238,8 2 4 44 3 53 120 14 7 1 
6239,4 2 19 7 66 41 60 77 6 31 
6240,2 4 3 1 9 20 139 116 347 19 
6241,4 1 87 7 2 15 51 8 99 94 
6242,3 2 6 36 154 10 20 9 81 38 
6243,6 4 2 1 7 88 14 8 9 15 
6244,
6245,4 138 20 60 8 3 77 34 24 7 
6247,2 1 20 35 33 41 26 7 11 40 
6248,2 6 8 1 19 22 16 7 48 65 
6249,1 4 2 6 7 8 20 9 14 30 
6251,7 4 2 3 1 6 15 8 34 32 
6252,3 39 31 4 41 55 32 34 94 58 
6253,1 6 2 48 65 20 33 24 141 19 
6254,184 2 319 288 4 1 7 450 683 11 
6255,32 10 16 7 15 51 72 2 25 61 
6256,96 1 3 2 249 138 4 7 8 182 
6257,2 11 1 4 3 9 6 14 37 45 
6259,7 1 2 9 10 3 4 35 6 8 
6261,1 6 56 20 33 14 3 8 17 65 
6262,8 3 4 6 16 2 1 25 7 44 
6263,38 4 6 93 211 2 214 8 24 7 
6265,4 33 6 19 3 24 14 8 45 80 
6266,42 2 1 22 4 9 37 14 33 19 
6267,1 4 101 7 2 6 3 8 85 20 
6268,4 2 6 14 8 11 7 80 22 9 
6269,1 4 2 33 20 6 35 24 19 73 
6270,1 4 6 2 51 7 3 18 8 81 
6271,1 8 20 7 3 24 25 11 22 30 
6272,1 2 8 3 19 44 20 16 33 108 
6273,8 15 7 3 4 2 41 18 39 25 
6275,4 2 6 1 8 7 14 22 3 19 
6276,2 6 20 80 8 22 33 7 3 24 
6277,1 3 4 17 35 71 13 11 12 27 
6278,52 8 2 3 4 23 25 44 1 9 
6279,4 1 8 14 20 3 48 22 24 33 
6281,116 60 1 3 148 8 279 19 48 22 
6282,2 8 19 6 48 20 44 80 14 45 
6283,2 51 6 8 72 4 1 16 3 177 
6284,196 4 1 7 2 32 3 25 5 20 
6285,2 4 22 48 17 5 1 19 20 9 
6287,171 133 4 34 146 3 165 8 15 254 
6288,4 6 20 7 9 25 15 14 48 33 
6289,1 6 2 4 3 11 8 14 30 18 
6290,17 3 7 4 20 80 210 11 27 9 
6291,32 138 182 208 344 324 10 7 4 3 
6292,4 1 2 8 66 60 16 9 134 77 
6293,2 4 1 14 7 8 20 3 11 22 
6294,2 4 97 17 6 11 27 7 13 35 
6296,2 1 4 7 3 24 19 14 8 132 
6297,2 4 1 45 125 6 14 7 9 10 
6299,4 3 1 2 410 49 6 243 19 8 
6300,28 27 37 42 2 6 1 4 14 9 
6301,40 4 11 6 22 35 15 14 20 17 
6302,275 340 5 7 1 31 2 186 3 40 
6303,4 6 2 3 7 38 14 9 8 93 
6304,6 3 2 15 7 680 36 8 59 87 
6305,694 1191 2 2813 4 2453 1422 7 15 3 
6311,35 9 4 1 6 56 144 168 149 14 
6312,2 27 28 47 35 9 50 37 3 4 
6313,1 8 2 6 3 19 20 22 7 24 
6314,1 3 4 7 9 23 11 17 31 350 
6315,4 1 6 2 60 3 19 22 8 9 
6316,3 41 39 40 58 31 55 2 7 35 
6317,4 228 2 1 631 6 8 14 22 9 
6318,2 6 4 1 34 8 9 7 3 41 
6321,40 55 76 2 7 9 4 20 1 22 
6322,7 2 4 3 16 6 1 51 14 41 
6323,4 2 1 6 33 14 19 20 9 7 
6324,4 6 7 1 15 3 36 34 252 2 
6325,2 1 48 45 14 228 95 103 9 74 
6326,1 6 2 19 11 20 7 3 80 17 
6327,28 17 47 2 27 37 6 4 1 3 
6328,4 3 2 1 51 72 8 6 96 179 
6329,4 7 2 1 3 87 20 19 22 26 
6330,39 40 2 3 76 4 7 1 6 20 
6331,4 7 1 2 9 10 3 6 125 8 
6332,2 4 17 1 11 47 14 28 3 9 
6333,133 171 318 146 254 139 314 165 2 1 
6334,2 3 4 1 35 22 19 48 6 8 
6335,1 4 6 19 56 11 20 44 22 80 
6337,45 220 2 19 4 20 326 7 8 191 
6338,27 11 28 47 2 5 3 1 50 9 
6340,96 138 134 4 182 1 208 66 20 77 
6341,4 1 170 103 20 141 40 3 31 19 
6342,4 1 20 19 44 116 48 101 9 14 
6343,2 3 4 7 6 1 49 9 39 40 
6344,8 4 3 88 2 7 16 1 26 21 
6345,89 308 1051 754 936 5 2 3 547 1440 
6346,2 3 15 4 39 6 40 31 9 6052 
6347,39 2 41 55 1 6 22 58 9 20 
6348,13 2 4 109 3 57 29 8 9 7 
6349,7 3 2 6 1 15 8 40 54 112 
6353,681 627 99 94 3 34 1 2 15 4 
6355,291 3 15 841 1 905 7 4 36 1127 
6356,1 2 14 8 19 66 24 20 132 3 
6357,10 2 3 7 4 15 32 1 51 6 
6358,4 1 20 3 11 7 22 19 14 8 
6359,40 99 41 39 2 139 4 3 146 325 
6360,15 3 1 4 6 2 411 7 8 583 
6361,66 4 3 2 6 83 146 39 170 8 
6362,4 15 6 2 1 3 7 8 16 9 
6363,1 11 42 27 47 2 4 6 238 24 
6364,2 1 4 3 17 80 7 22 9 6 
6366,2 300 102 4 416 1 197 205 8 6 
6367,1 3 28 17 186 4 6 42 27 7 
6369,4 2 6 1 3 7 14 5 20 11 
6370,3 2 31 4 40 58 7 20 55 6 
6371,1 2 17 47 11 3 8 50 28 9 
6373,41 31 40 1 4 2 7 39 36 76 
6375,2198 119 3 34 299 99 249 3205 8 4 
6376,182 324 4 10 2 15 20 66 1 8 
6377,2 4 14 8 19 20 9 80 22 48 
6378,34 2 4 1 6 3 7 15 44 9 
6379,55 3 7 9 20 1 4 10 5 15 
6380,8 3 4 7 25 1 2 10 32 19 
6381,4 144 104 1 168 149 184 224 310 14 
6382,7 6 1 4 8 161 2 3 34 44 
6383,94 99 6 15 4 2 1 3 8 7 
6384,4 2 1 22 3 77 6 8 20 60 
6385,4 1 7 35 20 48 22 6 13 19 
6386,573 3 7 636 2 36 119 34 1 4 
6387,2 11 3 7 1 9 4 5 126 293 
6388,32 138 208 324 344 4 7 10 2 66 
6389,2 8 1 6 16 44 3 26 7 9 
6390,6 4 1 7 2 3 8 30 25 14 
6391,
6392,31 3 58 2 6 76 20 7 34 8 
6393,7 2 18 3 54 15 1 4 5 76 
6394,20 1 2 33 8 6 19 65 3 45 
6395,34 94 4 262 1 8 2 3 15 66 
6396,11 4 19 1 22 47 6 50 14 80 
6397,2 1 9 7 584 3 33 8 35 19 
6399,31 39 58 2 3 4 1 20 7 9 
6402,2 146 1 4 9 261 557 3 350 408 
6403,573 3 7 4 764 1 15 636 41 9 
6404,1 19 8 7 48 14 22 11 33 9 
6407,3 1 55 7 58 9 133 66 60 101 
6408,15 87 88 7 1 4 2 217 3 34 
6409,7 1 6 4 2 164 128 9 30 318 
6410,2 5 1 4 6 9 145 136 22 14 
6411,261 254 325 55 39 554 415 6 56 557 
6412,4 2 1 6 7 8 3 19 96 9 
6414,6 7 40 19 1 137 3 58 2 39 
6415,4 2 6 1 3 9 14 26 19 41 
6416,1 4 8 14 3 24 19 22 9 84 
6418,1 2 4 6 41 31 7 39 9 14 
6419,2 4 6 7 1 35 9 14 27 37 
6421,2 4 45 6 7 1 3 10 15 9 
6422,6 2 4 7 3 1 14 9 20 8 
6423,77 60 175 4 304 1 2 20 3 437 
6425,2 82 3 236 308 89 249 343 7 5 
6426,2 3 1 15 8 6 29 112 4 81 
6428,2 6 4 30 9 39 35 8 19 54 
6429,3 202 10 34 88 1114 21 8 7 179 
6430,
6431,196 3 2 7 4 6 18 32 1 5 
6432,182 208 7 344 4 2 324 6 20 8 
6433,2 1 3 7 8 154 34 11 9 87 
6434,7 1 2 15 3 30 6 68 8 112 
6435,4 2 6 14 9 3 19 1 11 7 
6437,4 2 1 6 8 14 7 20 3 19 
6439,35 2 1 6 149 104 4 7 3 144 
6440,1 2 6 8 20 19 22 33 5 7 
6441,2 6 1 7 15 3 8 14 22 9 
6442,7 11 10 51 6 4 87 21 2 28 
6443,4 1 6 3 66 72 7 170 14 22 
6446,2 7 20 9 1 22 48 5 6 19 
6447,2 11 17 9 13 4 23 42 37 31 
6448,4 1 5 10 2 7 712 8 3 156 
6449,21 29 7 15 36 6 87 3 51 2 
6450,376 467 430 4 573 1 7 2 31 9 
6451,1 14 6 27 20 3 7 42 19 33 
6454,4 1 6 2 72 8 15 7 34 14 
6456,4 6 1 88 7 2 592 20 51 179 
6457,2 7 4 1 29 3 21 6 51 10 
6459,4 6 2 8 3 96 1 7 20 138 
6461,88 1 15 2 4 3 26 81 87 8 
6462,308 89 5 282 343 706 2 703 983 3 
6463,4 2 1 6 8 14 22 3 24 26 
6464,51 81 7 8 2 5 29 15 107 3 
6465,
6467,7 15 4 2 1 6 88 3 81 8 
6468,6 2 1 7 14 11 108 263 4 30 
6469,1 38 203 4 211 6 214 7 358 85 
6470,99 15 2 4 7 1 8 262 88 6 
6472,3 2 399 1 4 7 9 8 6 22 
6473,2 1 17 11 4 3 5 47 6 45 
6474,4 2 1 23 95 17 11 9 19 22 
6475,262 8 4 2 3 44 1 25 7 29 
6477,1 56 2 6 20 22 7 19 11 44 
6478,2 3 1 6 20 77 15 22 8 60 
6479,1 6 8 647 2 44 4 132 84 20 
6482,6 14 24 8 19 22 84 25 48 20 
6484,4 9 35 2 104 56 3 6 7 1 
6485,31 58 4 40 41 39 2 3 279 76 
6486,58 55 3 2 1 76 20 6 22 44 
6487,2 11 1 3 4 569 17 28 775 7 
6489,2 27 11 4 28 47 7 3 50 22 
6490,4 2 3 17 19 6 9 22 27 11 
6491,6 1 4 8 26 3 7 5 2 19 
6492,2 4 1 6 20 102 8 300 416 156 
6493,1 132 4 2 3 566 8 14 24 891 
6494,4 20 15 31 8 66 19 40 7 41 
6497,442 4 2 2240 10 8 1 49 3 88 
6498,4 20 31 22 116 55 19 40 8 175 
6499,4 1 6 3 41 14 7 385 9 15 
6500,29 2 4 3 1 7 9 15 20 81 
6501,8 1 6 7 3 179 88 51 72 25 
6502,1 4 7 2 6 16 44 185 40 20 
6503,6 1 2 3 22 19 44 14 7 45 
6504,1028 580 1 3 788 6 1728 2 7 4 
6505,39 58 76 3 2 4 7 1 9 22 
6506,6 4 1 7 14 88 20 15 8 3 
6507,41 31 55 39 58 2 76 3 9 1 
6509,1 2 4 3 31 41 14 68 108 30 
6510,4 2 48 20 1 103 65 80 6 73 
6511,34 1 116 94 3 99 2 148 6 36 
6512,4 1 48 19 20 33 6 9 95 80 
6513,96 324 344 66 4 3 20 77 8 7 
6514,4 1 6 2 20 8 14 22 66 60 
6516,2 17 9 11 1 4 23 7 27 50 
6517,2 1 33 6 14 40 48 41 80 11 
6518,4 1 8 14 6 44 2 7 3 16 
6519,4 88 179 72 2 8 51 44 202 3 
6520,2 3 186 7 6 582 399 14 1 4 
6521,4 133 1 139 3 146 2 25 269 6 
6522,4 8 6 19 14 25 3 22 48 45 
6523,4 6 2 3 1 70 14 8 20 36 
6524,6 4 2 14 8 1 7 512 15 84 
6526,35 2 1 4 104 22 6 48 184 224 
6527,6 7 4 1 14 15 87 20 84 2 
6530,22 8 20 33 48 24 65 3 80 45 
6531,15 7 2 3 6 4 51 10 87 1 
6532,2 6 1 4 15 51 131 7 88 81 
6533,3 4 262 7 15 8 31 60 41 51 
6534,2 3 98 43 4 9 31 1 5 35 
6535,7 15 3 6 1 4 2 10 9 182 
6536,1 31 4 41 39 40 15 58 22 55 
6537,1 2 1108 3 7 6 4 40 58 36 
6538,4 1 2 20 8 14 84 72 33 7 
6539,9 35 144 168 4 2 56 149 1 184 
6540,7 4 2 3 8 15 34 36 108 51 
6541,2 4 8 1 6 3 7 20 14 19 
6542,6 4 2 8 19 20 7 9 84 22 
6543,4 66 1 77 3 2 148 6 175 48 
6544,6 20 7 15 24 14 26 87 3 44 
6545,2 5 4 3 9 12 19 22 33 1 
6546,15 7 21 2 51 1 85 81 10 6 
6547,4 77 66 32 3 60 8 6 2 1 
6549,7 2 4 3 15 9 1 6 59 41 
6550,11 17 47 42 145 5 9 4 6 1 
6552,1 56 4 11 144 7 104 13 17 5 
6553,31 467 58 76 3 9 7 4 1 35 
6554,39 9 7 6 22 33 80 11 48 78 
6555,51 87 2 7 4 81 131 1 217 179 
6556,1 3 8 77 7 24 15 53 31 116 
6557,1198 3 4 1 2 6 7 8 346 53 
6558,2 7 3 1 9 4 23 32 89 19 
6559,2 3 35 1 13 4 5 39 6 41 
6560,4 2 6 16 67 19 3 7 20 74 
6561,8 4 1 7 6 9 3 24 26 14 
6562,2 343 282 236 3 9 41 71 11 39 
6563,282 936 82 1207 3 754 89 2 10 5 
6564,4 1 2 6 48 14 33 24 8 65 
6565,4 8 88 1 72 2 179 9 3 74 
6566,2 4 1 35 7 56 6 3 19 8 
6567,139 347 316 292 254 408 165 133 799 9 
6569,102 2 156 4 416 7 197 8 1 3 
6570,4 1 6 8 7 14 3 36 20 44 
6571,2 4 1 5 7 41 31 25 9 146 
6572,8 1 6 2 31 20 15 14 19 40 
6573,2 4 10 7 125 51 6 34 8 3 
6574,94 99 4 1 15 8 72 6 7 202 
6575,33 3 6 157 14 7 73 17 11 24 
6576,4 22 1 6 45 7 24 33 95 48 
6577,8 4 3 6 1 25 14 20 24 7 
6579,480 578 11 124 749 7 775 2 17 760 
6580,4 22 1 33 2 19 7 3 8 48 
6582,242 573 2 4 7 41 31 40 15 39 
6583,2 6 1 4 8 9 19 14 5 15 
6584,2 4 157 1 20 8 22 48 6 33 
6585,4 1 6 179 88 2 94 238 7 14 
6587,2 1 22 8 20 7 31 19 9 33 
6588,9 2 11 56 17 3 4 28 19 37 
6589,4 2 1 8 99 20 9 46 26 3 
6590,4 2 3 19 6 22 33 14 74 48 
6591,28 27 42 2 35 9 6 56 14 4 
6592,1 6 22 19 48 7 8 14 3 33 
6593,4 133 6 1 2 3 318 314 183 88 
6594,4 1 2 48 3 20 65 19 7 6 
6595,28 27 47 42 2 5 6 4 3 9 
6596,28 47 2 1 50 4 3 9 5 14 
6597,4 2 1 14 80 33 48 3 22 157 
6598,6 1 8 11 14 17 9 19 27 22 
6599,
6600,4 1 6 2 8 15 99 94 3 66 
6601,6 1 4 7 14 3 41 9 31 11 
6602,95 2 19 22 4 8 5 11 1 220 
6603,22 3 1 19 33 48 58 103 76 32 
6604,1 4 41 11 5 6 37 22 33 20 
6605,21 7 15 29 6 87 2 36 10 3 
6606,51 88 7 81 2 4 107 15 202 118 
6607,32 3 2 4 1 138 96 10 208 13 
6608,2 7 4 9 37 1 28 17 8 47 
6609,4 2 6 9 1 35 22 3 8 48 
6610,4 15 88 3 2 1 6 51 107 8 
6611,4 8 2 6 20 44 14 1 7 67 
6612,41 2 33 19 103 8 6 9 83 66 
6613,41 2 39 4 58 55 28 37 35 13 
6614,4 7 1 8 34 2 77 51 60 6 
6615,31 6 22 19 14 9 25 24 45 44 
6616,2 7 1 3 9 8 35 6 19 22 
6617,2 3 1 7 15 4 39 5 41 19 
6618,4 60 2 175 20 3 6 265 74 67 
6619,4 3 1 9 17 7 22 11 20 10 
6621,4 1 148 6 8 22 19 48 74 3 
6622,313 3 4 2 7 94 99 96 467 376 
6624,
6625,3 7 1 6 8 4 161 2 34 337 
6626,7 1 4 3 6 2 18 8 14 15 
6627,1 4 2 60 6 66 77 165 20 175 
6628,6 4 2 1 1197 285 341 20 2255 70 
6630,2 6 1 4 20 19 8 3 7 17 
6631,41 40 76 2 7 4 20 1 9 19 
6632,4 1 20 22 8 103 14 60 19 74 
6633,171 254 318 139 165 474 350 1 4 2 
6634,16 4 8 6 2 44 7 1 3 36 
6635,4 2 1 7 34 14 15 26 9 41 
6636,1 4 2 15 3 7 6 60 36 88 
6637,7 4 3 1 14 6 8 68 19 30 
6638,31 3 55 7 4 1 6 2 76 60 
6639,2 4 35 31 40 3 22 58 7 6 
6640,4 1 2 8 48 22 24 141 19 20 
6641,4 3 6 15 14 8 35 9 50 51 
6644,6 1 4 2 302 1464 881 512 14 8 
6646,15 36 101 1 2 4 7 51 6 3 
6647,1 38 7 93 3 85 15 2 36 188 
6648,28 27 11 47 42 2 37 1 6 19 
6649,4 44 8 1 6 52 72 3 25 2 
6650,2 1 4 3 41 35 145 19 55 58 
6651,4 1 7 3 2 6 308 20 15 82 
6652,44 2 1 6 135 25 177 278 88 14 
6653,4 8 1 6 2 20 118 339 3 14 
6654,1 6 2 20 8 22 24 48 46 80 
6655,2 4 1 3 15 8 40 9 112 6 
6656,31 39 40 55 2 4 1 7 22 6 
6657,
6658,47 1 4 27 14 35 42 37 9 6 
6659,31 39 139 314 2 4 76 1 350 9 
6660,58 6 9 22 20 7 35 48 33 45 
